背番号,クラブ名,選手名,生年月日,JリーグID
91,サガン鳥栖,上原　牧人,1998/11/20,1630185
1,大分トリニータ,田中　悠也,2000/5/10,1624320
2,大分トリニータ,岡本　拓也,1992/6/18,1000072
5,大分トリニータ,中川　寛斗,1994/11/3,1300063
6,大分トリニータ,三竿　雄斗,1991/4/16,1300589
7,大分トリニータ,吉田　真那斗,2001/11/16,1641364
8,大分トリニータ,榊原　彗悟,2000/10/9,1627868
9,大分トリニータ,有馬　幸太郎,2000/9/3,1622640
13,大分トリニータ,伊佐　耕平,1991/11/23,1400118
14,大分トリニータ,宇津元　伸弥,2000/3/29,1632423
15,大分トリニータ,屋敷　優成,2003/10/18,1630182
16,大分トリニータ,茂　平,1993/4/14,1503447
17,大分トリニータ,キム　ヒョンウ,2001/10/10,1645863
18,大分トリニータ,野嶽　惇也,1994/9/11,1503564
19,大分トリニータ,小酒井　新大,2001/9/21,1644486
20,大分トリニータ,木許　太賀,2005/6/13,1635208
21,大分トリニータ,有働　夢叶,2002/12/8,1643564
22,大分トリニータ,ムン　キョンゴン,1995/2/9,1613098
23,大分トリニータ,小野　俊輔,2005/6/8,1635201
24,大分トリニータ,佐藤　隼,1997/3/6,1603824
25,大分トリニータ,山崎　太新,2004/2/27,1633004
27,大分トリニータ,松尾　勇佑,2000/6/27,1637925
28,大分トリニータ,清武　弘嗣,1989/11/12,800110
29,大分トリニータ,櫻井　勇斗,2004/1/20,1644231
30,大分トリニータ,戸根　一誓,1996/5/22,1624381
31,大分トリニータ,ペレイラ,1997/1/31,1632994
32,大分トリニータ,坂田　陸,2003/7/30,1639740
33,大分トリニータ,宮川　歩己,2002/7/25,1632769
34,大分トリニータ,吉川　敬進,2003/7/26,1647679
35,大分トリニータ,佐藤　丈晟,2004/10/28,1635203
36,大分トリニータ,松岡　颯人,2005/4/14,1635209
37,大分トリニータ,木本　真翔,2003/9/22,1646179
40,大分トリニータ,古野　優斗,2006/8/22,1644495
72,大分トリニータ,山口　卓己,2000/7/21,1639106
88,大分トリニータ,パトリッキ　ヴェロン,2004/9/8,1645984
1,テゲバジャーロ宮崎,茂木　秀,1999/1/15,1607219
2,テゲバジャーロ宮崎,長友　海翔,2002/4/5,1650516
5,テゲバジャーロ宮崎,渡邉　英祐,1999/11/3,1636295
6,テゲバジャーロ宮崎,大熊　健太,1997/6/14,1629997
7,テゲバジャーロ宮崎,阿野　真拓,2003/8/30,1629686
8,テゲバジャーロ宮崎,力安　祥伍,1998/8/22,1632214
9,テゲバジャーロ宮崎,橋本　啓吾,1998/9/17,1632475
10,テゲバジャーロ宮崎,井上　怜,2001/1/18,1624327
11,テゲバジャーロ宮崎,土信田　悠生,1999/7/23,1633280
13,テゲバジャーロ宮崎,中野　桂太,2002/8/27,1622192
14,テゲバジャーロ宮崎,五月田　星矢,2002/4/18,1624681
15,テゲバジャーロ宮崎,安部　崇士,1997/7/15,1629471
16,テゲバジャーロ宮崎,元木　漣,2007/12/18,1655818
17,テゲバジャーロ宮崎,徳若　碧都,2003/7/14,1647371
18,テゲバジャーロ宮崎,佐藤　遼,2004/1/8,1653194
22,テゲバジャーロ宮崎,塚本　一咲,2007/6/16,1655878
24,テゲバジャーロ宮崎,松本　雄真,1999/11/14,1630126
25,テゲバジャーロ宮崎,横窪　皇太,2002/5/25,1647349
26,テゲバジャーロ宮崎,宮脇　茂夫,2001/12/7,1644484
27,テゲバジャーロ宮崎,山内　陸,2000/8/2,1640621
28,テゲバジャーロ宮崎,眞鍋　旭輝,1997/10/17,1627754
30,テゲバジャーロ宮崎,望月　耕平,2006/6/7,1643197
31,テゲバジャーロ宮崎,岡本　享也,1995/5/15,1618091
32,テゲバジャーロ宮崎,イ　チュンウォン,2004/7/13,1650514
33,テゲバジャーロ宮崎,黒木　謙吾,1999/7/6,1635234
34,テゲバジャーロ宮崎,河合　駿樹,2002/12/31,1650517
39,テゲバジャーロ宮崎,下川　陽太,1995/9/7,1607572
40,テゲバジャーロ宮崎,安藤　陸登,2006/8/8,1650518
42,テゲバジャーロ宮崎,松本　ケン　チザンガ,2002/3/14,1633289
45,テゲバジャーロ宮崎,田中　誠太郎,2003/1/7,1646182
47,テゲバジャーロ宮崎,奥村　晃司,1998/7/29,1632287
58,テゲバジャーロ宮崎,武　颯,1995/7/17,1300444
82,テゲバジャーロ宮崎,坂井　駿也,2004/4/16,1636527
1,福島ユナイテッドＦＣ,上田　智輝,1996/3/3,1401499
5,福島ユナイテッドＦＣ,當麻　颯,2002/4/21,1627813
6,福島ユナイテッドＦＣ,上畑　佑平士,1998/7/25,1600520
7,福島ユナイテッドＦＣ,芦部　晃生,2001/4/5,1644488
8,福島ユナイテッドＦＣ,岡田　優希,1996/5/13,1621198
9,福島ユナイテッドＦＣ,清水　一雅,2001/8/2,1626004
10,福島ユナイテッドＦＣ,針谷　岳晃,1998/10/15,1607141
11,福島ユナイテッドＦＣ,三浦　知良,1967/2/26,291
14,福島ユナイテッドＦＣ,中村　翼,2002/4/26,1637254
15,福島ユナイテッドＦＣ,ナム　ヒョンミン,2005/4/2,1656731
17,福島ユナイテッドＦＣ,藤谷　匠,1995/12/6,1618093
18,福島ユナイテッドＦＣ,石井　稜真,2002/6/15,1635565
19,福島ユナイテッドＦＣ,藤田　仁朗,2003/5/2,1653365
20,福島ユナイテッドＦＣ,泉　彩稀,2003/8/21,1631762
21,福島ユナイテッドＦＣ,チェ　ドヒョン,2004/10/11,1656066
22,福島ユナイテッドＦＣ,吉丸　絢梓,1996/3/27,1300210
23,福島ユナイテッドＦＣ,安在　達弥,1996/5/9,1624411
26,福島ユナイテッドＦＣ,田中　慶汰,2003/4/17,1641601
27,福島ユナイテッドＦＣ,野末　学,2000/5/30,1641496
28,福島ユナイテッドＦＣ,鈴　直樹,2000/4/13,1618635
29,福島ユナイテッドＦＣ,土屋　櫂大,2006/5/12,1643995
30,福島ユナイテッドＦＣ,狩野　海晟,2002/2/8,1641376
31,福島ユナイテッドＦＣ,安西　駿,2000/5/1,1640638
32,福島ユナイテッドＦＣ,永長　鷹虎,2003/4/7,1636233
40,福島ユナイテッドＦＣ,樋口　寛規,1992/4/16,1100188
41,福島ユナイテッドＦＣ,田中　雄大,1999/7/9,1650555
77,福島ユナイテッドＦＣ,千葉　虎士,2005/12/27,1638453
78,福島ユナイテッドＦＣ,チョン　ソンリョン,1985/1/4,605028
96,福島ユナイテッドＦＣ,吉田　陣平,2003/5/6,1636247
1,栃木ＳＣ,川田　修平,1994/4/5,1100297
4,栃木ＳＣ,佐藤　祥,1993/7/22,1100859
5,栃木ＳＣ,柳　育崇,1994/6/22,1617908
6,栃木ＳＣ,阿部　海斗,1999/6/18,1633870
7,栃木ＳＣ,川名　連介,2002/2/18,1645969
9,栃木ＳＣ,近藤　慶一,2002/3/3,1641020
10,栃木ＳＣ,五十嵐　太陽,2003/4/14,1635199
11,栃木ＳＣ,青島　太一,2001/4/17,1625300
13,栃木ＳＣ,大曽根　広汰,1999/8/17,1636280
14,栃木ＳＣ,鈴木　俊也,2000/11/24,1632430
15,栃木ＳＣ,堤　陽輝,2003/6/13,1641569
17,栃木ＳＣ,杉森　考起,1997/4/5,1400059
19,栃木ＳＣ,庄司　朗,2002/10/10,1650553
21,栃木ＳＣ,櫻庭　立樹,1999/10/13,1603776
24,栃木ＳＣ,田端　琉聖,2003/5/11,1655838
25,栃木ＳＣ,岩﨑　博,2002/10/11,1639761
26,栃木ＳＣ,田畑　知起,2004/2/26,1643223
27,栃木ＳＣ,永井　大士,2004/1/1,1638477
29,栃木ＳＣ,矢野　貴章,1984/4/5,300132
31,栃木ＳＣ,鹿野　修平,1999/8/27,1633160
37,栃木ＳＣ,木邨　優人,2002/9/16,1647380
39,栃木ＳＣ,屋宜　和真,2002/12/10,1650552
40,栃木ＳＣ,食野　壮磨,2001/5/20,1624845
47,栃木ＳＣ,吉野　陽翔,2002/8/4,1646162
50,栃木ＳＣ,市川　遥章,2008/4/22,1656860
51,栃木ＳＣ,湯浅　友吾,2008/4/15,1656861
52,栃木ＳＣ,横浜　丞,2008/12/12,1651486
71,栃木ＳＣ,猪越　優惟,2001/5/26,1641530
77,栃木ＳＣ,西野　太陽,2002/8/10,1630209
80,栃木ＳＣ,オタボー　ケネス,2002/5/13,1632272
81,栃木ＳＣ,中野　克哉,1996/9/13,1619986
88,栃木ＳＣ,内田　航平,1993/5/19,1200047
1,ザスパ群馬,山田　和季,2003/12/30,1647378
2,ザスパ群馬,田頭　亮太,2002/2/7,1637086
3,ザスパ群馬,大畑　隆也,1997/10/12,1629996
4,ザスパ群馬,玉城　大志,2001/4/10,1644220
5,ザスパ群馬,キム　グニル,2002/12/6,1656067
6,ザスパ群馬,米原　秀亮,1998/4/20,1503033
7,ザスパ群馬,西村　恭史,1999/11/4,1617962
8,ザスパ群馬,神垣　陸,1998/7/14,1632218
9,ザスパ群馬,青木　翔大,1990/8/11,1300048
10,ザスパ群馬,山口　一真,1996/1/17,1617890
11,ザスパ群馬,加々美　登生,1999/2/15,1632256
13,ザスパ群馬,近藤　壱成,2001/1/15,1635450
14,ザスパ群馬,菊地　健太,2000/5/28,1604175
15,ザスパ群馬,風間　宏希,1991/6/19,1200831
16,ザスパ群馬,志賀　一允,2001/5/20,1637050
17,ザスパ群馬,百田　真登,2001/4/4,1642635
18,ザスパ群馬,田中　翔太,2001/4/10,1645925
19,ザスパ群馬,モハマド　ファルザン佐名,2004/6/30,1639185
20,ザスパ群馬,下川　太陽,2002/3/7,1624841
22,ザスパ群馬,貫　真郷,2003/10/2,1636297
23,ザスパ群馬,シルヴァン　デランド,1997/4/25,1656653
25,ザスパ群馬,中野　力瑠,2005/12/19,1645972
26,ザスパ群馬,秋元　琉星,2003/1/25,1648744
27,ザスパ群馬,藤村　怜,1999/5/26,1610940
29,ザスパ群馬,松本　皐誠,2003/8/12,1655797
30,ザスパ群馬,小柳　達司,1990/2/7,1200028
33,ザスパ群馬,櫻井　文陽,2003/5/22,1651714
36,ザスパ群馬,安達　秀都,2004/7/15,1636515
37,ザスパ群馬,瀬畠　義成,2001/1/19,1605023
38,ザスパ群馬,小西　宏登,2002/11/12,1650550
39,ザスパ群馬,佐藤　凜弥,2007/8/1,1655798
42,ザスパ群馬,原田　高虎,2007/11/1,1655799
43,ザスパ群馬,野瀬　翔也,2003/2/14,1650549
44,ザスパ群馬,古賀　竣,2007/8/7,1643982
69,ザスパ群馬,出間　思努,2005/6/15,1641371
88,ザスパ群馬,キム　ジェヒ,2006/5/16,1650809
97,ザスパ群馬,ソン　ミンソッ,2007/9/20,1655796
99,ザスパ群馬,中島　大嘉,2002/6/8,1630220
1,ＳＣ相模原,三浦　基瑛,1996/5/28,1624385
2,ＳＣ相模原,綿引　康,1998/1/21,1629994
3,ＳＣ相模原,ピトリック,1997/11/14,1651280
4,ＳＣ相模原,島川　俊郎,1990/5/28,900039
6,ＳＣ相模原,徳永　裕大,1994/4/16,1200333
7,ＳＣ相模原,棚橋　尭士,2000/7/12,1604180
8,ＳＣ相模原,神戸　康輔,2000/3/9,1635530
9,ＳＣ相模原,佐々木　快,1998/10/20,1632240
10,ＳＣ相模原,中山　陸,2001/1/22,1620698
11,ＳＣ相模原,武藤　雄樹,1988/11/7,800932
13,ＳＣ相模原,常田　克人,1997/11/27,1600128
14,ＳＣ相模原,安藤　翼,1996/5/12,1619673
15,ＳＣ相模原,前田　泰良,2000/7/27,1637081
16,ＳＣ相模原,高野　遼,1994/11/13,1501601
17,ＳＣ相模原,竹内　崇人,2002/5/29,1632759
18,ＳＣ相模原,三鬼　海,1993/4/19,1200100
19,ＳＣ相模原,沖田　空,2002/9/5,1632760
20,ＳＣ相模原,川畑　優翔,2003/9/9,1636968
21,ＳＣ相模原,金　珉浩,2000/1/26,1624341
22,ＳＣ相模原,杉本　大地,1993/7/15,1100137
23,ＳＣ相模原,田鎖　勇作,2003/5/27,1637157
24,ＳＣ相模原,杉本　蓮,2003/3/18,1650803
37,ＳＣ相模原,山内　琳太郎,2002/10/25,1648385
1,松本山雅ＦＣ,上林　豪,2002/8/18,1624840
2,松本山雅ＦＣ,小田　逸稀,1998/7/16,1504478
4,松本山雅ＦＣ,高橋　祥平,1991/10/27,800137
7,松本山雅ＦＣ,松岡　瑠夢,1998/7/22,1601449
8,松本山雅ＦＣ,深澤　佑太,2000/8/15,1640612
9,松本山雅ＦＣ,加藤　拓己,1999/7/16,1632479
16,松本山雅ＦＣ,宮部　大己,1998/10/16,1631737
18,松本山雅ＦＣ,大橋　尚志,1996/12/1,1500437
19,松本山雅ＦＣ,田中　想来,2004/11/11,1638472
20,松本山雅ＦＣ,渋谷　諒太,2003/5/15,1636972
21,松本山雅ＦＣ,富澤　雅也,1993/7/14,1600211
22,松本山雅ＦＣ,佐相　壱明,1999/6/16,1617892
23,松本山雅ＦＣ,高麗　稜太,2000/7/26,1635387
24,松本山雅ＦＣ,小川　大貴,1991/10/16,900362
25,松本山雅ＦＣ,白井　達也,1997/4/25,1629501
27,松本山雅ＦＣ,二ノ宮　慈洋,2003/11/10,1636255
30,松本山雅ＦＣ,澤崎　凌大,2002/3/21,1645933
31,松本山雅ＦＣ,渡邊　乃斗,2002/5/5,1633191
33,松本山雅ＦＣ,キム　ジュンヒョン,2006/3/23,1650548
35,松本山雅ＦＣ,岡　健太,2008/5/27,1656156
36,松本山雅ＦＣ,松村　厳,2002/6/20,1647704
37,松本山雅ＦＣ,萩原　正太郎,2006/6/14,1650547
38,松本山雅ＦＣ,藤枝　康佑,2003/7/30,1652655
39,松本山雅ＦＣ,井上　愛簾,2006/9/19,1644965
40,松本山雅ＦＣ,樋口　大輝,2001/9/10,1642053
41,松本山雅ＦＣ,村越　凱光,2001/10/7,1629456
43,松本山雅ＦＣ,金子　光汰,2004/1/27,1653310
44,松本山雅ＦＣ,リ　トビン,2003/9/24,1655871
46,松本山雅ＦＣ,安永　玲央,2000/11/19,1618853
50,松本山雅ＦＣ,早河　恭哉,2004/1/9,1655872
1,ＡＣ長野パルセイロ,田尻　健,1993/6/11,1200005
2,ＡＣ長野パルセイロ,酒井　崇一,1996/5/13,1620340
3,ＡＣ長野パルセイロ,冨田　康平,1996/6/9,1620804
4,ＡＣ長野パルセイロ,行德　瑛,2004/12/17,1640482
5,ＡＣ長野パルセイロ,長谷川　雄志,1996/12/6,1611961
6,ＡＣ長野パルセイロ,長谷川　隼,1997/9/14,1630113
7,ＡＣ長野パルセイロ,大野　佑哉,1996/8/17,1624336
8,ＡＣ長野パルセイロ,近藤　貴司,1992/4/26,1500510
9,ＡＣ長野パルセイロ,大﨑　舜,2000/4/15,1639189
10,ＡＣ長野パルセイロ,山中　麗央,1999/7/10,1635384
11,ＡＣ長野パルセイロ,進　昂平,1995/6/4,1611205
13,ＡＣ長野パルセイロ,附木　雄也,1994/12/17,1630071
15,ＡＣ長野パルセイロ,樋口　叶,2001/4/23,1627546
16,ＡＣ長野パルセイロ,石井　光輝,1995/3/15,1604881
17,ＡＣ長野パルセイロ,忽那　喬司,1997/8/20,1502856
18,ＡＣ長野パルセイロ,吉澤　柊,1998/10/21,1636326
19,ＡＣ長野パルセイロ,伊藤　恵亮,2001/2/4,1637078
20,ＡＣ長野パルセイロ,加納　大,2002/9/13,1641543
21,ＡＣ長野パルセイロ,中野　小次郎,1999/3/5,1601843
22,ＡＣ長野パルセイロ,吉田　桂介,2003/1/20,1637052
24,ＡＣ長野パルセイロ,渡邉　禅,2004/1/8,1655844
25,ＡＣ長野パルセイロ,田中　康介,1999/2/1,1632243
26,ＡＣ長野パルセイロ,中田　舜貴,2002/5/21,1646523
28,ＡＣ長野パルセイロ,藤川　虎太朗,1998/7/24,1504471
30,ＡＣ長野パルセイロ,野嶋　圭人,2003/4/11,1646527
31,ＡＣ長野パルセイロ,牧野　虎太郎,2002/7/13,1641531
32,ＡＣ長野パルセイロ,尾崎　裕人,2003/7/4,1655843
33,ＡＣ長野パルセイロ,安藤　一哉,1997/7/15,1629428
46,ＡＣ長野パルセイロ,古賀　俊太郎,1998/8/27,1629918
51,ＡＣ長野パルセイロ,清水　蒼太朗,2003/10/28,1637304
61,ＡＣ長野パルセイロ,下鳥　舟平,2009/4/22,1656842
77,ＡＣ長野パルセイロ,森田　大智,2003/6/18,1655842
1,ツエーゲン金沢,白井　裕人,1988/6/19,1101578
2,ツエーゲン金沢,長峰　祐斗,2000/3/28,1635025
3,ツエーゲン金沢,畑尾　大翔,1990/9/16,1401470
6,ツエーゲン金沢,村田　航一,1996/9/6,1400711
7,ツエーゲン金沢,土佐　陸翼,2000/4/27,1647161
8,ツエーゲン金沢,大山　啓輔,1995/5/7,1201189
9,ツエーゲン金沢,ブワニカ　啓太,2002/12/16,1631742
10,ツエーゲン金沢,パトリック,1987/10/26,1300102
11,ツエーゲン金沢,杉浦　恭平,1989/1/11,700759
13,ツエーゲン金沢,白輪地　敬大,2001/12/7,1637017
14,ツエーゲン金沢,石原　崇兆,1992/11/17,1100132
15,ツエーゲン金沢,西谷　優希,1993/10/5,1620724
16,ツエーゲン金沢,毛利　駿也,1995/4/10,1503697
17,ツエーゲン金沢,加藤　大樹,1993/3/14,1600205
18,ツエーゲン金沢,大澤　朋也,2002/9/6,1631739
19,ツエーゲン金沢,寺阪　尚悟,2004/6/6,1631755
20,ツエーゲン金沢,長倉　颯,1996/4/29,1624312
22,ツエーゲン金沢,有吉　勇人,2003/12/6,1647418
23,ツエーゲン金沢,四宮　悠成,2003/1/11,1650532
25,ツエーゲン金沢,小島　雅也,1997/11/9,1500945
26,ツエーゲン金沢,村田　迅,2002/9/18,1650533
27,ツエーゲン金沢,鈴木　遼,2004/2/21,1642077
29,ツエーゲン金沢,宮崎　海冬,2002/12/24,1635563
30,ツエーゲン金沢,大谷　駿斗,1997/1/17,1620723
31,ツエーゲン金沢,上田　樹,2001/6/28,1618637
38,ツエーゲン金沢,山本　義道,1995/7/25,1611471
39,ツエーゲン金沢,庄司　朋乃也,1997/10/8,1401517
41,ツエーゲン金沢,嶋田　慎太郎,1995/12/5,1300440
50,ツエーゲン金沢,後藤　大輝,1996/6/14,1401475
51,ツエーゲン金沢,元林　隼太朗,2008/5/22,1656197
55,ツエーゲン金沢,松本　大輔,1998/9/10,1629923
71,ツエーゲン金沢,櫻井　風我,2000/9/11,1635338
3,ＦＣ岐阜,萩野　滉大,2000/6/20,1618634
4,ＦＣ岐阜,甲斐　健太郎,1994/11/1,1604304
5,ＦＣ岐阜,加藤　慎太郎,1999/10/18,1636282
6,ＦＣ岐阜,福田　晃斗,1992/5/1,1300934
7,ＦＣ岐阜,文　仁柱,1999/8/22,1636309
8,ＦＣ岐阜,荒木　大吾,1994/2/17,1600266
9,ＦＣ岐阜,中村　駿,1994/2/24,1600147
10,ＦＣ岐阜,北　龍磨,1998/4/16,1632266
11,ＦＣ岐阜,ブヴィク　ムシティ　オコ,1995/1/28,1653089
14,ＦＣ岐阜,生地　慶充,1998/4/2,1601447
15,ＦＣ岐阜,山田　直輝,1990/7/4,800758
17,ＦＣ岐阜,川本　梨誉,2001/6/11,1625298
18,ＦＣ岐阜,ワッド　モハメッドサディキ,2006/5/29,1644758
19,ＦＣ岐阜,松本　歩夢,1998/4/28,1601440
21,ＦＣ岐阜,横山　智也,2000/9/1,1640671
23,ＦＣ岐阜,外山　凌,1994/7/29,1607286
25,ＦＣ岐阜,チョン　ヒョンホ,2004/11/26,1655875
26,ＦＣ岐阜,大串　昇平,2002/9/21,1627451
27,ＦＣ岐阜,羽田　健人,1997/7/7,1625668
30,ＦＣ岐阜,山口　畝良,2002/10/9,1647280
31,ＦＣ岐阜,セランテス,1989/10/24,1624360
34,ＦＣ岐阜,湯岑　滉生,2004/3/12,1653366
39,ＦＣ岐阜,泉澤　仁,1991/12/17,1300917
40,ＦＣ岐阜,平瀬　大,2001/3/28,1618869
51,ＦＣ岐阜,菅沼　一晃,2001/9/12,1641149
66,ＦＣ岐阜,キム　ユゴン,2006/3/28,1650527
77,ＦＣ岐阜,山谷　侑士,2000/6/11,1622679
79,ＦＣ岐阜,藤田　准也,2007/7/26,1655874
85,ＦＣ岐阜,箱崎　達也,2002/8/13,1650528
98,ＦＣ岐阜,屋嘉比　奏汰,2004/3/11,1647286
99,ＦＣ岐阜,ファビオ　アゼヴェド,1999/1/4,1656194
1,レイラック滋賀ＦＣ,伊東　倖希,1996/5/17,1627355
2,レイラック滋賀ＦＣ,平井　駿助,2002/9/7,1630163
3,レイラック滋賀ＦＣ,宮城　雅史,1991/1/19,1500559
4,レイラック滋賀ＦＣ,井出　敬大,2001/8/18,1627353
5,レイラック滋賀ＦＣ,西山　大雅,1999/8/24,1605605
6,レイラック滋賀ＦＣ,薬真寺　孝弥,1999/3/7,1619682
7,レイラック滋賀ＦＣ,久保田　和音,1997/1/1,1500436
8,レイラック滋賀ＦＣ,中村　健人,1997/9/1,1629515
9,レイラック滋賀ＦＣ,森本　ヒマン,1997/5/1,1619692
10,レイラック滋賀ＦＣ,人見　拓哉,1997/12/18,1629486
11,レイラック滋賀ＦＣ,三宅　海斗,1997/8/27,1627454
13,レイラック滋賀ＦＣ,小泉　隆斗,1994/9/5,1645928
14,レイラック滋賀ＦＣ,白石　智之,1993/6/10,1607212
15,レイラック滋賀ＦＣ,菊島　卓,1993/12/31,1630103
16,レイラック滋賀ＦＣ,鈴木　翔太,2000/10/8,1654341
17,レイラック滋賀ＦＣ,木下　礼生,2002/9/25,1654342
18,レイラック滋賀ＦＣ,秋山　駿,1999/8/26,1654343
21,レイラック滋賀ＦＣ,櫛引　政敏,1993/1/29,1100187
22,レイラック滋賀ＦＣ,庄司　一輝,2000/12/28,1638661
23,レイラック滋賀ＦＣ,竜田　柊士,1998/12/5,1654344
24,レイラック滋賀ＦＣ,ロメロ　フランク,1987/8/19,800936
26,レイラック滋賀ＦＣ,角田　駿,1996/9/24,1654345
28,レイラック滋賀ＦＣ,田部井　悠,1999/6/25,1632791
29,レイラック滋賀ＦＣ,日野　友貴,1997/6/15,1630015
31,レイラック滋賀ＦＣ,笠原　淳,1989/7/21,1400260
32,レイラック滋賀ＦＣ,海口　彦太,1996/12/9,1627399
35,レイラック滋賀ＦＣ,南　拓都,2002/5/9,1632223
36,レイラック滋賀ＦＣ,前川　智敬,1999/4/7,1612697
41,レイラック滋賀ＦＣ,本吉　勇貴,1992/9/22,1647176
44,レイラック滋賀ＦＣ,藤谷　壮,1997/10/28,1400733
47,レイラック滋賀ＦＣ,渡邉　綾平,2002/2/8,1635463
48,レイラック滋賀ＦＣ,谷田　壮志朗,2005/7/10,1639136
55,レイラック滋賀ＦＣ,小野寺　健也,1997/11/18,1629433
77,レイラック滋賀ＦＣ,北條　真汰,2001/5/20,1654346
99,レイラック滋賀ＦＣ,奥田　陽琉,2001/5/23,1632790
1,ＦＣ大阪,菅原　大道,1995/8/10,1636294
2,ＦＣ大阪,坂本　翔,2000/9/6,1640845
4,ＦＣ大阪,山下　諒時,2000/5/11,1618860
5,ＦＣ大阪,水口　湧斗,2000/6/16,1640667
6,ＦＣ大阪,舘野　俊祐,1993/5/19,1200051
7,ＦＣ大阪,木匠　貴大,1993/4/7,1625702
8,ＦＣ大阪,芳賀　日陽,2000/7/30,1618668
9,ＦＣ大阪,島田　拓海,1996/8/25,1624570
10,ＦＣ大阪,久保　吏久斗,1997/1/23,1626967
11,ＦＣ大阪,堤　奏一郎,2001/10/5,1645936
13,ＦＣ大阪,美馬　和也,1997/12/1,1630070
14,ＦＣ大阪,住田　将,1999/8/19,1635555
15,ＦＣ大阪,福井　和樹,2001/6/13,1644449
16,ＦＣ大阪,田中　恵太,1989/12/26,1400218
18,ＦＣ大阪,夏川　大和,2001/9/19,1645934
19,ＦＣ大阪,増田　隼司,1998/8/13,1632385
20,ＦＣ大阪,咲本　大,2007/7/26,1655832
21,ＦＣ大阪,木村　大輝,2003/5/10,1655831
23,ＦＣ大阪,秋山　拓也,1994/8/26,1617897
25,ＦＣ大阪,桑子　流空,2003/6/29,1643207
26,ＦＣ大阪,土肥　航大,2001/4/13,1622842
27,ＦＣ大阪,和田　育,2000/12/19,1632746
28,ＦＣ大阪,東家　聡樹,1997/4/20,1629477
29,ＦＣ大阪,菅原　龍之助,2000/7/28,1618859
30,ＦＣ大阪,韓　峻領,2007/3/1,1656018
31,ＦＣ大阪,関沼　海亜,2005/5/30,1645999
32,ＦＣ大阪,鳥山　陽斗,2008/2/27,1655834
33,ＦＣ大阪,馬　尚勳,1991/7/25,1655830
35,ＦＣ大阪,申　奎元,2003/5/21,1656187
36,ＦＣ大阪,森村　俊太,2003/4/9,1651268
37,ＦＣ大阪,家坂　葉光,2002/9/26,1641614
38,ＦＣ大阪,李　韓喜,2007/7/4,1656839
39,ＦＣ大阪,川田　太陽,2007/8/12,1655833
40,ＦＣ大阪,川上　竜,1994/10/25,1609244
41,ＦＣ大阪,野瀬　龍世,2000/2/8,1635016
42,ＦＣ大阪,アンジェリーニ,2004/8/10,1653376
66,ＦＣ大阪,金　潤識,2003/7/21,1651510
77,ＦＣ大阪,吉田　源太郎,2000/10/26,1637296
82,ＦＣ大阪,後東　尚輝,2002/4/26,1627748
88,ＦＣ大阪,松本　孝平,1994/7/31,1607200
98,ＦＣ大阪,長野　大河,2003/9/20,1656188
99,ＦＣ大阪,ヴィニシウス　ソウザ,2003/3/26,1651465
1,奈良クラブ,宮澤　樹,2003/5/12,1652496
2,奈良クラブ,高畠　捷,2003/7/4,1637069
5,奈良クラブ,鈴木　大誠,1996/5/28,1611122
7,奈良クラブ,田村　亮介,1995/5/8,1400102
8,奈良クラブ,吉田　新,2000/6/29,1635548
9,奈良クラブ,富樫　佑太,1995/12/18,1500947
10,奈良クラブ,森田　凜,2002/2/14,1624685
11,奈良クラブ,佐藤　諒,1997/9/24,1636292
14,奈良クラブ,望月　想空,2001/4/3,1645938
15,奈良クラブ,岡田　慎司,1996/3/10,1627433
16,奈良クラブ,奥田　雄大,1997/5/1,1629474
17,奈良クラブ,田村　翔太,1995/2/4,1300064
18,奈良クラブ,後藤　卓磨,1997/7/16,1632279
19,奈良クラブ,関口　智也,2007/6/19,1646178
20,奈良クラブ,國武　勇斗,2005/12/20,1644023
21,奈良クラブ,戸水　利紀,2002/9/30,1650524
22,奈良クラブ,生駒　稀生,1997/11/21,1644237
27,奈良クラブ,中山　雅斗,2001/12/9,1647086
28,奈良クラブ,川井　大地,2006/8/14,1646673
29,奈良クラブ,一村　聖連,2004/1/17,1647329
33,奈良クラブ,佐藤　大翔,2002/12/24,1646519
36,奈良クラブ,石井　大生,2003/12/29,1629916
37,奈良クラブ,濵名　元希,2008/7/29,1655932
40,奈良クラブ,吉村　弦,1996/5/21,1624397
42,奈良クラブ,岡﨑　大志郎,2002/6/29,1652461
47,奈良クラブ,オラスンカンミ,2007/7/21,1655848
49,奈良クラブ,黒川　雷平,2003/6/7,1630170
50,奈良クラブ,芝本　蓮,1999/7/22,1608814
54,奈良クラブ,川﨑　修平,2001/4/28,1626011
96,奈良クラブ,マルク　ヴィト,1996/3/10,1646001
1,ガイナーレ鳥取,寺沢　優太,1993/7/31,1624568
2,ガイナーレ鳥取,藤田　一途,1999/6/30,1607215
3,ガイナーレ鳥取,ヴァンイヤーデン　ショーン,2004/4/16,1637145
4,ガイナーレ鳥取,二階堂　正哉,2000/11/2,1640664
6,ガイナーレ鳥取,温井　駿斗,1996/11/14,1401485
7,ガイナーレ鳥取,小澤　秀充,1999/4/28,1636277
8,ガイナーレ鳥取,東條　敦輝,2000/12/28,1618865
9,ガイナーレ鳥取,篠田　大輝,2003/8/14,1651530
10,ガイナーレ鳥取,三木　直土,2001/5/8,1624678
13,ガイナーレ鳥取,清水　祐輔,2001/5/13,1637092
